id,주종,중분류,상품명,생산국가,생산자,주요품종,도수,음용온도,추천음식,당도,바디,산도,타닌
89,wine,레드,"보데가스 카레, 틴토 로블",스페인,보데가스 카레 Bodegas Care,"가르나차 (Garnacha) 50%, 시라/쉬라즈 (Syrah/Shiraz) 50%",13.5,16~18 ℃,"스테이크, 양갈비, 양념갈비, 불고기, 그릴요리, 소시지, 다양한 치즈, 한국음식과 잘 어울린다.",2,3,3,3
90,wine,레드,보스케 데 마타스노스,스페인,보스케 데 마타스노스 Bosque de Matasnos,"템프라니요 (Tempranillo) 90%, 메를로 (Merlot) 5%, 말벡 (Malbec) 3%, 그르나슈 (Grenache) 2%",15.0,16~18 ℃,"닭고기 스튜, 붉은 고기, 푸른 생선, 치즈, 하몬 등과 잘 어울린다.",1,3,4,4
91,wine,레드,"복, 마그니피코",헝가리,복 Bock,메를로 (Merlot),14.5,16~18 ℃,"스테이크, 로스트비프, 바비큐, 불고기, 파스타, 다양한 치즈 등과 잘 어울린다.",1,3,5,4
92,wine,레드,"복, 메를로 스페셜 리제르브",헝가리,복 Bock,메를로 (Merlot),13.0,16~18 ℃,"스테이크, 로스트비프, 바비큐, 불고기, 파스타, 다양한 치즈 등과 잘 어울린다.",1,3,4,4
93,wine,레드,"복, 시라",헝가리,복 Bock,시라/쉬라즈 (Syrah/Shiraz),14.0,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",1,3,4,4
94,wine,스파클링,본 샹스 모스카토 로제,스페인,보데가스 로페즈 모레나스 Bodegas Lopez Morenas S.L,모스카토 (Moscato ) 100%,7.0,6~8 ℃,"각종 디저트, 케익, 과일, 호두",4,1,2,1
95,wine,레드,"본드, 퀠라",미국,본드 에스테이트 Bond Estates,카베르네 소비뇽 (Cabernet Sauvignon),14.0,16~18 ℃,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈 등과 잘 어울린다.",1,3,5,5
96,wine,레드,부켈라 까베르네 소비뇽,미국,부켈라 에스테이트 Buccella Estate,"카베르네 소비뇽 (Cabernet Sauvignon) 86%, 메를로 (Merlot) 3%, 카베르네 프랑 (Cabernet Franc) 2%, 쁘띠 베르도 (Petit Verdot) 3%, 말벡 (Malbec) 6%",14.8,16~18 ℃,"그릴에 구운 육류요리, 브레이즈한 비프 립, 베이컨 요리",1,3,4,4
97,wine,화이트,"브라이다, 지 모스카토 다스티",이탈리아,브라이다 [지아코모 볼로냐 브라이다] Braida [Giacomo Bologna Braida],모스카토 (Moscato ) 100%,5.5,6~8 ℃,"초콜렛이나 케익, 디저트 과일, 언제든지 편하게 마실 수 있다.",4,2,2,1
98,wine,주정강화,블랜디스 알바다 5년,포르투갈,브랜디스 마데이라 Blandy's Madeira,"부알 (Bual) , 맘지 (Malmsey)",19.0,20 ℃,"땅콩, 아몬드 등 견과류와 초콜릿, 치즈 등 고소하고 달콤한 음식들과 어울린다.",5,2,5,2
99,wine,레드,"블루 넌, 까베르네 소비뇽 스위트",프랑스,랑구스 - 블루넌 Langguth - Blue nun,카베르네 소비뇽 (Cabernet Sauvignon),10.0,12~14 ℃,"부드러운 소스의 중국음식, 일본퓨전 음식, 말린과일, 간단한 카나페, 과일칵테일, 간 스파이시한 한식, 볶음요리 등과 잘 어울린다.",4,2,3,1
100,wine,화이트,"비뉴롱 아쏘시에, 부르고뉴 샤르도네",프랑스,비뉴롱 아쏘시에 Vignerons Associes,샤르도네 (Chardonnay),12.0,10~12 ℃,"연어 스테이크, 석화구이, 각종 생선요리, 회, 오일파스타 등과 잘 어울린다.",1,3,2,1
101,wine,레드,"비비 그라츠, 소포코네 디 빈칠리아타",이탈리아,비비 그라츠 Bibi Graetz,"산지오베제 (Sangiovese) 90%, 콜로리노 (Colorino) 7%, 카나이올로 (Canaiolo) 3%",13.0,16~18 ℃,"풍부한 소스의 파스타, 다양한 스타일의 육류, 양갈비 구이 등과 잘 어울린다.",1,3,4,3
102,wine,레드,"비센테 간디아 , 바론 데 발스 레드",스페인,비센테 간디아 Vicente Gandia,"모나스트렐 (Monastrell) , 보발 (Bobal) , 템프라니요 (Tempranillo)",11.0,16~18 ℃,None,1,0,4,4
103,wine,레드,"비센테 간디아, 세라믹 모나스트렐",스페인,비센테 간디아 Vicente Gandia,모나스트렐 (Monastrell),14.0,16~18 ℃,"양고기, 양갈비, 소고기, 스테이크, 갈비찜, 양념갈비, 햄버거, 다양한 치즈 등과 잘 어울린다.",1,3,4,4
104,wine,화이트,"비센테 간디아, 아벤토",스페인,비센테 간디아 Vicente Gandia,"말바시아 (Malvasia) , 모스카텔 (Moscatel)",12.0,8~10 ℃,None,2,3,2,1
105,wine,레드,"비센테 간디아, 콘운파 모나스트렐",스페인,비센테 간디아 Vicente Gandia,"모나스트렐 (Monastrell) , 쁘띠 베르도 (Petit Verdot)",13.0,16~18 ℃,None,1,3,4,4
106,wine,화이트,"비센테 간디아, 콘운파 소비뇽 블랑",스페인,비센테 간디아 Vicente Gandia,소비뇽 블랑 (Sauvignon Blanc),12.0,8~10 ℃,None,1,3,2,1
107,wine,레드,"빅탑, 올드 바인 진판델",미국,더 빅 탑 와이너리 The Big Top Winery,진판델 (Zinfandel),14.0,16~18 ℃,"소고기, 스테이크, 양갈비, 양꼬치, 건육, 갈비찜, 양념갈비, 햄버거, 피자, 다양한 치즈, 말린과일 등과 잘 어울린다.",2,2,4,2
108,wine,로제,"빅탑, 올드 바인 화이트 진판델",미국,더 빅 탑 와이너리 The Big Top Winery,진판델 (Zinfandel),11.0,14~16 ℃,None,2,2,3,2
109,wine,스파클링,"빌라 산디, 프로세코 뀌베 오리스",이탈리아,빌라 산디 Villa Sandi,프로세코 (Prosecco) 100%,11.5,6~8 ℃,아페리티프 또는 생선이나 흰색의 육류로 만들어진 모든 음식 등과 잘 어울린다.,1,3,3,1
110,wine,스파클링,"뻬레 벤뚜라, 까바 브륏 레세르바 아트 에디션 화이트",스페인,뻬레 벤뚜라 Pere Ventura,"자렐로 (Xarel.lo) 35%, 빠레야다 (Parellada) 35%, 마카베오 (Macabeo) 30%",11.5,8~10 ℃,"식전주, 야채 타르트, 시저 샐러드 브런치 등과 잘 어울린다.",2,4,3,1
111,wine,스파클링,"뻬에르 피터, 뀌베 스페셜 레 셔띠용",프랑스,뻬에르 피터 Pierre Peters,샤르도네 (Chardonnay),12.0,7~9 ℃,"관자요리, 굴(석화), 생선회, 새우요리등의 강한 양념이 없는 해물요리들과 잘 어울린다.",1,5,3,1
112,wine,레드,뽀이약 바롱 나다니엘,프랑스,바롱 필립 드 로칠드 Baron Philippe de Rothschild,"카베르네 소비뇽 (Cabernet Sauvignon) 80%, 메를로 (Merlot) 10%, 카베르네 프랑 (Cabernet Franc) 8%, 말벡 (Malbec) , 쁘띠 베르도 (Petit Verdot) 2%",12.5,17~19 ℃,"등심구이, 안심구이, 브뤼치즈, 그릴에 구운 요리, 생 양송이 버섯과 잘 어울린다.",1,4,3,3
113,wine,스파클링,"삐에르 피터, 브뤼 뀌베 리져브",프랑스,뻬에르 피터 Pierre Peters,샤르도네 (Chardonnay),12.0,7~9 ℃,"블루치즈, 견과류, 에피타이져 및 한식과도 잘 어울린다.",1,5,2,1
114,wine,레드,"산 페드로, 에피카 레드 블렌드",칠레,산 페드로 San Pedro,"카베르네 소비뇽 (Cabernet Sauvignon) 90%, 카르메네르 (Carmenere) 5%, 시라/쉬라즈 (Syrah/Shiraz) 5%",13.0,15~17 ℃,"각종 붉은 고기류 뿐만 아니라 치즈, 견과류 등이 들어간 요리들과 잘 어울리며, 특히 초콜릿과도 뛰어난 조화를 보여주는 와인이다.",1,3,3,3
115,wine,레드,"산 페드로,몰리나 레세르바 까르미네르",칠레,산 페드로 San Pedro,카르메네르 (Carmenere) 100%,14.0,16~18 ℃,"담백하게 요리한 가금류, 중국음식, 일본퓨전 음식, 스테이크, 한식요리 등과 잘 어울린다.",1,3,3,3
116,wine,레드,"산타 리타, 120 리저브 스페셜 까베르네 소비뇽",칠레,산타 리타 Santa Rita,카베르네 소비뇽 (Cabernet Sauvignon),14.0,16~18 ℃,"붉은 육류 요리, 돼지 고기, 잘 익은 치즈, 파스타 등과 잘 어울린다.",1,2,3,3
117,wine,레드,"산타 캐롤리나, 브이에스씨",칠레,산타 캐롤리나 Santa Carolina,"카베르네 소비뇽 (Cabernet Sauvignon) 50%, 메를로 (Merlot) 25%, 시라/쉬라즈 (Syrah/Shiraz) 20%, 쁘띠 베르도 (Petit Verdot) 5%",13.0,16~18 ℃,"잘 구운 양고기, 양념을 곁들인 육류, 소의 허리고기살 등과 잘 어울린다.",1,4,4,4
118,wine,스파클링,산테로 모스카토 스푸만테,이탈리아,산테로 Santero,모스카토 (Moscato ) 100%,6.5,6~8 ℃,"다크쵸콜릿, 블루치즈, 견과류, 사과파이, 딸기쨈을 곁들인 디져트 음식등과 잘 어울린다.",4,2,2,1
119,wine,화이트,"샤논 릿지, 하이 엘레베이션 샤도네이",미국,샤논 릿지 Shannon Ridge,샤르도네 (Chardonnay) 100%,13.0,10~12 ℃,"버섯요리, 샐러드, 크림파스타, 갑각류 등과 잘 어울린다.",1,4,3,1
120,wine,레드,샤또 깡뜨냑 브라운,프랑스,"샤또 깡뜨냑 브라운 Chateau Cantenac-Brown, Grand Cru Classe,3rd Cru","카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot) , 카베르네 프랑 (Cabernet Franc)",12.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",1,4,4,4
121,wine,화이트,샤또 라 루비에르 화이트,프랑스,샤또 라 루비에르 Chateau la Louviere,"소비뇽 블랑 (Sauvignon Blanc) , 세미용 (Semillon)",13.0,10~12 ℃,"소고기류, 가금류, 블랙후추를 가진 계절음식과 잘 어울린다.",1,4,3,1
122,wine,레드,"샤또 라그랑쥬, 포므롤",프랑스,장 삐에르 무엑스 Jean Pierre Moueix,"메를로 (Merlot) 95%, 카베르네 프랑 (Cabernet Franc) 5%",13.0,16~18 ℃,"가금류 고기 구이, 치킨 그릴 구이, 버섯구이 등과 잘 어울린다.",1,4,4,4
123,wine,레드,"샤또 라바브르, 샤또 라바브르",프랑스,샤또 라바브르 Chateau Lavabre,"시라/쉬라즈 (Syrah/Shiraz) 70%, 그르나슈 (Grenache) 30%",15.0,16~17 ℃,"다양한 향신료로 오븐에 조리한 양갈비, 잘 숙성된 고다 치즈 등과 잘 어울린다.",1,3,5,4
124,wine,화이트,샤또 루피악 고디에,프랑스,샤토 루피악 고디에 Chateau Loupiac Gaudiet,"세미용 (Semillon) , 소비뇽 블랑 (Sauvignon Blanc)",13.0,10~12 ℃,"블루치즈, 고르곤졸라 피자 등과 잘 어울린다.",4,3,4,1
125,wine,레드,샤또 르 물랭,프랑스,샤또 르 물랭 Chateau Le Moulin,"메를로 (Merlot) 80%, 카베르네 프랑 (Cabernet Franc) 20%",13.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",1,3,4,4
126,wine,레드,샤또 마조쓰,프랑스,샤또 마조쓰 Chateau Marjosse,"메를로 (Merlot) , 카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc) , 말벡 (Malbec)",13.0,16~18 ℃,"거위간, 포크 스테이크, 에멘탈 치즈, 퐁듀, 피자 등과 잘 어울린다.",1,3,5,5
127,wine,레드,샤또 말레스까스,프랑스,샤또 말레스까스 Chateau Malescasse,"카베르네 소비뇽 (Cabernet Sauvignon) 55%, 메를로 (Merlot) 35%, 카베르네 프랑 (Cabernet Franc) 10%",14.5,16~18 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈 등과 잘 어울린다.",1,4,4,3
128,wine,레드,샤또 벨-에어,프랑스,샤또 벨 레르 [베르쥬악] Chateau Bel Air [Bergerac],"카베르네 소비뇽 (Cabernet Sauvignon) 50%, 메를로 (Merlot) 42%, 카베르네 프랑 (Cabernet Franc) 8%",12.9,16~18 ℃,붉은 육류와 치즈 등과 잘 어울린다.,1,3,3,3
129,wine,화이트,샤또 스미스 오 라피뜨 블랑,프랑스,"샤또 스미스 오 라피뜨 Chateau Smith Haut Lafitte, Grand Cru Classé de Grave","소비뇽 블랑 (Sauvignon Blanc) , 소비뇽 그리 (Sauvignon Gris) , 세미용 (Semillon)",13.0,10~12 ℃,"크림소스의 파스타, 스파게티, 연어요리, 베이글, 치즈등과 어울린다.",1,4,3,1
130,wine,레드,샤또 오 브리옹,프랑스,"샤또 오 브리옹 Chateau Haut-Brion, 1st Grand Cru Classe","메를로 (Merlot) , 카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc)",13.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",1,4,5,4
131,wine,화이트,샤또 페랑 블랑,프랑스,샤또 페란 Chateau Ferran,"세미용 (Semillon) 55%, 소비뇽 블랑 (Sauvignon Blanc) 45%",13.0,8~10 ℃,"뜻한 샐러드, 그릴에 구운 생선이나 회 종류와 뛰어난 궁합을 이룬다.",1,4,3,1
132,wine,레드,샤또 퐁테 카네,프랑스,"샤또 퐁테 카네 Chateau Pontet Canet, Grand Cru Classe,5th Cru","카베르네 소비뇽 (Cabernet Sauvignon) 70%, 메를로 (Merlot) 25%, 카베르네 프랑 (Cabernet Franc) 4%, 쁘띠 베르도 (Petit Verdot) 1%",13.0,16~18 ℃,"스테이크, 양고기, 치즈, 앙트레 등과 잘 어울린다.",1,4,5,5
133,wine,스파클링,"샤를 뒤푸, 르 샴 뒤 끌로 블랑 드 블랑",프랑스,샴페인 샤를 뒤푸 Champagne Charles Dufour,피노 블랑 (Pinot Blanc) 100%,12.0,8~10 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",1,5,2,1
134,wine,스파클링,"샤를 오르방, 뀌베 스페셜 08",프랑스,샤를 오르방 Charles Orban,"샤르도네 (Chardonnay) 50%, 피노 누아 (Pinot Noir) 40%, 피노 뮈니에 (Pinot Meunier) 10%",11.0,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",1,4,5,1
135,wine,레드,샤토 말르당 보르도 수페리에,프랑스,비뇨블 브뤼노 Vignobles Brunot,"메를로 (Merlot) , 카베르네 프랑 (Cabernet Franc)",13.0,16~18 ℃,붉은 육류와 잘 어울리는 스타일로 앙트르-꼬뜨(꽃등심) 등 구운 고기등과 잘 어울린다.,1,3,4,4
136,wine,레드,"샤플렛, 시그네처 까베르네 소비뇽",미국,샤플렛 Chappellet,"카베르네 소비뇽 (Cabernet Sauvignon) 79%, 쁘띠 베르도 (Petit Verdot) 4%, 메를로 (Merlot) 13%, 카베르네 프랑 (Cabernet Franc) 4%",14.0,16~18 ℃,"구운 오리 가슴살 요리, 스테이크, 양고기, 바비큐요리, 숙성된 치즈등과 잘 어울린다.",1,3,5,4
137,wine,스파클링,샹파뉴 살롱 S,프랑스,샴페인 살롱 Champagne Salon,샤르도네 (Chardonnay) 100%,12.0,6~8 ℃,"랍스터 비스크 수프나 크림소스에 요리한 닭고기, 관자 카르파치오, 트러플 리조또, 버섯과 함께 조리한 송아지고기, 담백하게 요리한 농어 등 섬세한 요리와 잘 어울린다. 클래식한 매칭으로는 캐비어나 이베리코 햄, 숙성한 체다 등의 안주와 곁들이면 좋다.",1,4,4,1
138,wine,레드,세냐,칠레,비냐 세냐 Vina Sena,"카베르네 소비뇽 (Cabernet Sauvignon) , 카르메네르 (Carmenere) , 메를로 (Merlot) , 말벡 (Malbec) , 쁘띠 베르도 (Petit Verdot) , 카베르네 프랑 (Cabernet Franc)",13.0,16~18 ℃,"소고기, 양고기, 치즈 등과 잘 어울린다.",1,4,4,5
139,wine,레드,"세인트 프란시스, 올드 바인 진판델",미국,세인트 프란시스 Saint Francis,"진판델 (Zinfandel) , 쁘띠 시라 (Petite Sirah) , 기타 품종 (Other Grapes)",15.0,16~18 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",1,3,4,4
140,wine,레드,솔라이아,이탈리아,마르께시 안티노리 Marchesi Antinori,"카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc) , 산지오베제 (Sangiovese)",13.5,16~18 ℃,"안심, 등심 스테이크 등 부드러운 육류 요리 및 치즈 등과 잘 어울린다.",1,4,5,4
141,wine,레드,쉬발리에 드 바야르,프랑스,GCF 그룹 GCF Group,블렌드 (Blend ),13.0,16~18 ℃,치즈와 더불어 간단하게 내놓을 때에는 순하고 지방이 많은 치즈를 골라야 좋습니다.,2,3,3,3
142,wine,화이트,"슐로스 고벨스버그, 리슬링 가이스버그",오스트리아,슐로스 고벨스버그 Schloss Gobelsburg,리슬링 (Riesling) 100%,13.5,10~12 ℃,"식전 주로서 아주 훌륭하고, 에피타이저, 수프, 야채, 생선초밥, 블루치즈 등과 잘 어울린다.",1,5,2,1
143,wine,화이트,"슐로스 폴라즈, 괴테 스페셜 에디션",독일,슐로스 폴라즈 Schloss Vollrads [Weingut Schloss Vollrads],리슬링 (Riesling) 100%,12.0,8~10 ℃,"샐러드, 그릴 요리와 잘 어울린다.",1,5,3,1
144,wine,화이트,"슐로스 폴라즈, 에디션",독일,슐로스 폴라즈 Schloss Vollrads [Weingut Schloss Vollrads],리슬링 (Riesling) 100%,12.0,9~11 ℃,"식전 주로서 아주 훌륭하고, 에피타이저, 수프, 야채, 생선초밥, 블루치즈 등과 잘 어울린다.",2,5,3,1
145,wine,레드,스택 와인즈 스톰호크 까베르네 소비뇽,남아프리카,스택 와인즈 Stack Wines,카베르네 소비뇽 (Cabernet Sauvignon),12.5,16~18 ℃,"와인. 불고기, 삼겹살 등과 잘 어울린다.",3,4,3,4
146,wine,화이트,"스템베르거, 로비니아 '오렌지 와인'",슬로베니아,스템베르거 Stemberger,"라스키 리슬링 (Laski Rizling) , 레불라 (Rebula)",13.0,10~12 ℃,"훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",1,3,3,1
147,wine,화이트,"실레니, 셀라 셀렉션 소비뇽 블랑",뉴질랜드,실레니 Sileni Estate,소비뇽 블랑 (Sauvignon Blanc) 100%,13.0,8~10 ℃,"어떤 음식들과도 매칭 하기 편한 스타일이며 해산물 요리, 그릴드 피쉬, 태국식 커리나 소프트 치즈와 잘 어울린다.",1,4,2,1
148,wine,레드,아나케나 오나 피노 누아,칠레,아나케나 Anakena,피노 누아 (Pinot Noir) 100%,13.5,15~16 ℃,"돼지갈비, 갈비찜, 로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.",1,4,3,2
149,wine,레드,"아레스티, 에스테이트 셀렉션 까베르네 쇼비뇽",칠레,비냐 아레스티 Vina Aresti,카베르네 소비뇽 (Cabernet Sauvignon),14.5,16~18 ℃,"양고기, 스테이크 등 모든 육류요리와 페투치니, 라자냐 등의 파스타, 까망베르 치즈와 잘 어울린다.",1,4,4,4
150,wine,레드,아르테비노 이자디 엘 레갈로 리제르바,스페인,아르테비노 Artevino,"템프라니요 (Tempranillo) 90%, 가르나차 (Garnacha) , 그라시아노 (Graciano) , 마주엘로 (Mazuelo) 10%",14.1,16~18 ℃,"붉은육류, 불고기, 갈비찜, 양갈비, 치킨, 순대, 햄버거, 피자, 한국음식 등과 잘 어울린다.",1,3,4,3
151,wine,화이트,"아리에타, 온 더 화이트 키즈",미국,아리에타 Arietta,"소비뇽 블랑 (Sauvignon Blanc) 84%, 세미용 (Semillon) 16%",14.9,10~11 ℃,"허브로 마리네이드 한 로스트 치킨, 랍스터 회, 쉬림프 칵테일등과 잘 어울린다.",1,3,3,1
152,wine,스파클링,"아바찌아, 돌체볼로 레드",이탈리아,아바찌아 Abbazia,브라케토 (Brachetto) 100%,6.0,10~12 ℃,"디저트, 과일샐러드가 잘 어울린다.",4,2,2,1
153,wine,레드,"알바로 팔라시오스, 레르미타",스페인,보데가 팔라시오스 레몬도 Bodega Palacios Remondo,"가르나차 (Garnacha) 85%, 카베르네 소비뇽 (Cabernet Sauvignon) 5%, 까리네나 (Carinena) 5%",14.0,16~18 ℃,"불에 구운 붉은 고기류와 양생류 요리, 소스가 약간 가미된 요리, 숙성이 된 치즈 등과 잘 어울린다.",1,3,5,4
154,wine,스파클링,"앙리 아벨레, 스와레 파리지엥",프랑스,앙리 아벨레 Henri Abele,"샤르도네 (Chardonnay) 60%, 피노 뮈니에 (Pinot Meunier) 20%, 피노 누아 (Pinot Noir) 20%",13.0,9~11 ℃,"레몬그라스와 함께 데친 새우요리. 야생 크랜베리를 곁들인 사슴 카르파치오, 밀라노 스타일의 송아지 요리, 치킨 샐러드와 완벽환 조화를 이룬다.",1,5,2,1
155,wine,레드,에스 쿠이코 오크드 카버네 소비뇽,칠레,에체베리아 Echeverria,카베르네 소비뇽 (Cabernet Sauvignon),13.0,16~18 ℃,"토마토 파스타, 하드 치즈 등과 잘 어울린다.",1,4,4,3
156,wine,레드,"엘 비에호 델 발레, 피노누아",칠레,엘 비에호 델 발레 El Viejo del Valle,피노 누아 (Pinot Noir),12.0,14~16 ℃,"로스트비프, 바비큐, 훈제오리, 닭고기, 참치, 훈제연어, 수육, 편육, 송이버섯, 다양한 치즈, 콩테, 크림파스타 등과 잘 어울린다.",1,4,3,2
157,wine,화이트,"오 봉 클리마, 샤도네이",미국,오 봉 클리마 Au Bon Climat,샤르도네 (Chardonnay) 100%,13.0,12~14 ℃,"다양한 파스타와 해산물 요리, 닭고기 샐러드 등과 잘 어울린다.",1,3,4,1
158,wine,레드,"오 봉 클리마, 피노 누아 녹스 알렉산더",미국,오 봉 클리마 Au Bon Climat,피노 누아 (Pinot Noir) 100%,13.5,16-18 ℃,"붉은육류, 로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",1,4,4,3
159,wine,레드,올리비에 번스타인 즈브레 샹베르땅,프랑스,올리비에 번스타인 Olivier Bernstein,피노 누아 (Pinot Noir) 100%,12.0,15~17 ℃,스테이크,1,5,3,3
160,wine,화이트,"와비사비, 726 바인스 바하우",오스트리아,와비사비 Wabi Sabi,"그뤼너 벨트리너 (Gruner Veltliner) , 리슬링 (Riesling)",11.0,8~10 ℃,"담백한 생선요리, 구운 야채, 아스파라거스 요리 등과 잘 어울린다.",1,3,3,1
161,wine,화이트,"우바 농 그라타, 그로 망상",프랑스,우바 농 그라타 Uva Non Grata,그로 만생 (Gros Manseng),12.0,8~10 ℃,None,1,4,2,1
162,wine,레드,"월즈 엔드, 이프 식스 워즈 나인",미국,월즈 엔드 와이너리 World's End Winery,"카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot)",14.5,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 버섯, 숙성치즈와 잘 어울린다.",1,3,4,5
163,wine,로제,"이모스, 로제",미국,이모스 Emos,산지오베제 (Sangiovese),13.0,8~10 ℃,"오븐에 구운 칠면조, 토마토, 아보카도를 넣은 클럽 샌드위치와 잘 어울린다.",2,3,2,1
164,wine,화이트,"이모스, 머스캣 레이트 하비스트",미국,이모스 Emos,뮈스까 까넬리 (Muscat Canelli),10.0,6~8 ℃,"과일 타르트, 특히 꿀과 살구로 향을 입힌 타르트와 잘 어울린다.",4,2,3,1
165,wine,화이트,"이모스, 소비뇽 블랑",미국,이모스 Emos,소비뇽 블랑 (Sauvignon Blanc),14.0,10~12 ℃,"참치, 앤초비가 들어간 신선한 샐러드와 잘 어울린다.",1,3,2,1
166,wine,레드,"이모스, 카베르네 소비뇽",미국,이모스 Emos,카베르네 소비뇽 (Cabernet Sauvignon),13.0,14~16 ℃,"스테이크, 그릴요리, 갈비와 잘 어울린다..",1,2,3,3
167,wine,레드,"이모스, 트리올레",미국,이모스 Emos,"산지오베제 (Sangiovese) , 카베르네 프랑 (Cabernet Franc) , 메를로 (Merlot)",14.0,16~18 ℃,"치즈, 토마토소스가 곁들여진 피자, 파스타와 잘 어울린다.",1,3,2,2
168,wine,레드,쟝테 팡시오 부르고뉴 피노 핀,프랑스,쟝테 팡시오 Geantet-Pansiot,피노 누아 (Pinot Noir) 100%,13.0,15~17 ℃,"비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",1,5,3,2
169,wine,레드,제나토 발폴리첼라 수페리오레,이탈리아,제나토 아지엔다 비티비니콜라 SRL Zenato Azienda Vitivinicola SRL,"코르비나 베로네제 (Corvina Veronese) 80%, 론디넬라 (Rondinella) 10%, 산지오베제 (Sangiovese) 10%",13.5,16~18 ℃,"비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",1,4,3,2
170,wine,화이트,"제라르 베르트랑, 시갈뤼스 블랑",프랑스,제라르 베르트랑 Gerard Bertrand,"샤르도네 (Chardonnay) 70%, 비오니에 (Viognier) 20%, 소비뇽 블랑 (Sauvignon Blanc) 10%",14.0,10~12 ℃,"소스를 곁들인 관자나 튀긴 생선요리, 레몬, 버터로 구운 대구, 케이퍼, 클램차우더, 레몬과 타임이 곁들여진 로스티드 치킨 등과 잘 어울린다.",1,4,4,1
171,wine,스파클링,"줄 라쌀, 프르미에 크뤼 브뤼",프랑스,줄 라쌀 Jules Lassalle,샤르도네 (Chardonnay),12.0,7~9 ℃,"상큼한 소스의 샐러드, 과일, 새우요리등의 강한 양념이 없는 해물요리들과 잘 어울린다.",1,5,2,1
172,wine,화이트,지아콘디 트레비아노,이탈리아,몬도 델 비노 MGM Mondo del Vino,트레비아노 (Trebbiano) 100%,12.0,8~10 ℃,"야채 오믈렛, 다양한 해산물요리, 생선회, 스시 등과 잘 어울린다.",1,3,2,1
173,wine,스파클링,"찰스 하이직, 로제 리저브",프랑스,찰스 하이직 Charles Heidsieck,"피노 누아 (Pinot Noir) 44%, 샤르도네 (Chardonnay) 38%, 피노 뮈니에 (Pinot Meunier) 18%",12.0,7~9 ℃,"샐러드, 씨푸드, 치즈 등과 잘 어울린다.",1,4,3,1
174,wine,레드,"카네타 자파타, 안젤리카 자파타 말벡",아르헨티나,까테나 자파타 Catena Zapata,말벡 (Malbec) 100%,14.0,16~18 ℃,"그릴에 구운 육류, 양고기 로스트, 램챱 등 다양한 육류요리, 숙성한 치즈와 곁들이면 잘 어울린다.",1,4,4,5
175,wine,레드,"카르멘, 그란 리제르바 까르메네르",칠레,비냐 카르멘 Vina Carmen,카르메네르 (Carmenere),14.0,16~18 ℃,"필렛 미뇽, 로스트 립, 로스트 오리구이, 미트볼, 케밥, 치즈 혹은 크림소스 파스타, 파마산 체다 치즈 등과 잘 어울린다.",1,4,3,3
176,wine,레드,"카사 도노소, 석세서 레드",칠레,카사 도노소 와이너리 Casa Donoso Winery,"카르메네르 (Carmenere) , 말벡 (Malbec)",13.0,16~18 ℃,None,1,3,3,3
